file,status,transaction_count,date_min,date_max,revenue_total,non_revenue_credit_total,uncategorised_count,failed_payment_count,loan_credit_count,debt_repayment_count,exception_count
JsonExport/Kids Tech Company Ltd - Transaction Report.json,ok,100,2024-03-28,2024-04-04,460.62,34847.86,0.0,0.0,0.0,2.0,38.0
"JsonExport/Kids Tech Company Ltd_0,0.json",ok,100,2024-03-28,2024-04-04,460.62,34847.86,0.0,0.0,0.0,2.0,38.0
JsonExport/Kimbo and Sons Ltd Transaction Report.json,ok,1370,2023-08-01,2024-08-01,74892.08,37597.03,0.0,35.0,1.0,45.0,9.0
"JsonExport/Kimbo and Sons Ltd Transaction Report_0,0.json",ok,1370,2023-08-01,2024-08-01,74892.08,37597.03,0.0,35.0,1.0,45.0,9.0
JsonExport/King Of Steel Media Ltd - Transaction Report.json,ok,100,2024-05-28,2024-06-04,169.99,4766.21,0.0,4.0,0.0,13.0,0.0
"JsonExport/King of Steel Media Ltd_0,0.json",ok,100,2024-05-28,2024-06-04,169.99,4766.21,0.0,4.0,0.0,13.0,0.0
JsonExport/King of Steel Media Ltd_categorized.json,ok,100,2024-05-28,2024-06-04,169.99,0.0,0.0,4.0,0.0,13.0,0.0
JsonExport/King of steel media.json,ok,100,2024-04-15,2024-04-21,1309.3,10876.73,0.0,1.0,0.0,20.0,1.0
JsonExport/Km luxury enterprises.json,ok,1291,2025-04-10,2026-04-10,20805.98,113214.63,0.0,0.0,10.0,32.0,20.0
JsonExport/KMS INSULATIONS LTD - GetReportByID.json,ok,207,2024-12-27,2025-06-03,100.0,114091.91,0.0,0.0,0.0,2.0,23.0
JsonExport/Krafty Designs 4 You Limited - Transaction Report.json,ok,100,2024-03-18,2024-03-25,400.0,783.0,0.0,0.0,0.0,46.0,0.0
"JsonExport/Krafty Designs 4 You Limited_0,0.json",ok,100,2024-03-18,2024-03-25,400.0,783.0,0.0,0.0,0.0,46.0,0.0
JsonExport/Kurkland Ltd.json,ok,100,2024-03-05,2024-03-25,1275.91,10280.31,0.0,0.0,3.0,6.0,3.0
"JsonExport/Kurkland Ltd_0,0.json",ok,100,2024-03-05,2024-03-25,1275.91,10280.31,0.0,0.0,3.0,6.0,3.0
JsonExport/Lime Service Group Ltd.json,ok,1692,2023-08-30,2024-08-28,4431.51,122437.53,0.0,0.0,2.0,28.0,111.0
"JsonExport/Lime Service Group Ltd_0,0.json",ok,1692,2023-08-30,2024-08-28,4431.51,122437.53,0.0,0.0,2.0,28.0,111.0
JsonExport/Little Einsteins Day Care Ltd - Transaction Report.json,ok,100,2024-01-30,2024-02-19,2848.77,15770.22,0.0,0.0,0.0,3.0,6.0
JsonExport/LJR Group Services Limited - GetReportByID.json,ok,176,2025-01-20,2025-04-29,70.0,10297.67,0.0,0.0,3.0,2.0,7.0
JsonExport/LJR Group Services Limited.json,ok,589,2025-01-20,2025-08-06,70.0,46960.3,0.0,0.0,3.0,4.0,11.0
JsonExport/London Kizomba Festival.json,ok,734,2024-09-09,2025-09-04,5618.91,165700.56,0.0,0.0,4.0,43.0,119.0
JsonExport/London Recruiting.json,ok,2127,2023-12-29,2024-09-19,290.0,76434.72,0.0,0.0,0.0,31.0,320.0
"JsonExport/London Recruiting_0,0.json",ok,2127,2023-12-29,2024-09-19,290.0,76434.72,0.0,0.0,0.0,31.0,320.0
JsonExport/London21 LTD - Transaction report.json,ok,173,2023-12-12,2024-06-21,0.0,8808.04,0.0,0.0,0.0,6.0,101.0
"JsonExport/London21 Ltd_0,0.json",ok,173,2023-12-12,2024-06-21,0.0,8808.04,0.0,0.0,0.0,6.0,101.0
JsonExport/Lopez Plant Hire Ltd - GetReportByID.json,ok,521,2023-07-06,2024-07-02,20.28,45371.65,0.0,0.0,0.0,11.0,14.0
"JsonExport/Lopez Plant Hire Ltd_0,0.json",ok,521,2023-07-06,2024-07-02,20.28,45371.65,0.0,0.0,0.0,11.0,14.0
JsonExport/Lopez Plant Hire Ltd_categorized.json,ok,521,2023-07-06,2024-07-02,0.0,0.0,0.0,0.0,0.0,36.0,10.0
JsonExport/Luenire Transaction Report.json,ok,607,2024-05-07,2024-08-06,21282.59,30193.65,0.0,1.0,3.0,18.0,58.0
JsonExport/Lumi SKN ltd - Transaction Report.json,ok,100,2024-02-18,2024-03-09,0.0,10016.37,0.0,0.0,0.0,8.0,17.0
"JsonExport/Lumi SKN Ltd_0,0.json",ok,100,2024-02-18,2024-03-09,0.0,10016.37,0.0,0.0,0.0,8.0,17.0
JsonExport/Lumi SKN Ltd_categorized.json,ok,100,2024-02-18,2024-03-09,0.0,0.0,0.0,0.0,0.0,8.0,0.0
JsonExport/luxmax.co.json,ok,1138,2024-07-29,2025-07-23,11166.4,125418.19,0.0,5.0,244.0,49.0,259.0
JsonExport/Made this for you Ltd Transaction Report.json,ok,684,2023-08-24,2024-08-22,13000.0,79626.07,0.0,0.0,0.0,2.0,22.0
"JsonExport/Made this for you Ltd Transaction Report_0,0.json",ok,684,2023-08-24,2024-08-22,13000.0,79626.07,0.0,0.0,0.0,2.0,22.0
JsonExport/Made this for you Ltd Transaction Report_categorized.json,ok,684,2023-08-24,2024-08-22,13000.0,0.0,0.0,0.0,0.0,2.0,0.0
JsonExport/Madestays Limited.json,ok,2270,2024-02-12,2024-11-21,852.0,441493.55,0.0,0.0,0.0,101.0,143.0
JsonExport/MADINSKA & CO LTD app 5.json,ok,1930,2024-12-29,2025-12-28,3914.36,37147.23,0.0,0.0,3.0,160.0,25.0
JsonExport/Madinska & Co Ltd(1).json,ok,162,2024-05-01,2024-09-05,27114.0,5181.65,0.0,2.0,0.0,1.0,1.0
JsonExport/Madinska & Co Ltd.json,ok,156,2024-05-01,2024-08-26,27114.0,5180.65,0.0,2.0,0.0,1.0,1.0
"JsonExport/Madinska & Co Ltd_0,0.json",ok,156,2024-05-01,2024-08-26,27114.0,5180.65,0.0,2.0,0.0,1.0,1.0
JsonExport/Madinska & Co Ltd_categorized.json,ok,156,2024-05-01,2024-08-26,27114.0,0.0,0.0,2.0,0.0,1.0,0.0
JsonExport/Maj Trade Ltd - Transaction Report.json,ok,20,2023-12-21,2024-01-17,0.0,1369.87,0.0,0.0,0.0,3.0,0.0
JsonExport/Maj Trade Ltd.json,ok,20,2023-12-21,2024-01-17,0.0,1369.87,0.0,0.0,0.0,3.0,0.0
"JsonExport/Maj Trade Ltd_0,0.json",ok,20,2023-12-21,2024-01-17,0.0,1369.87,0.0,0.0,0.0,3.0,0.0
JsonExport/MAKARTY LIMITED - GetReportByID (1)(1).json,ok,688,2024-04-27,2025-04-22,383980.73,359533.53,0.0,0.0,0.0,10.0,147.0
JsonExport/MAKARTY LIMITED - GetReportByID.json,ok,684,2024-04-27,2025-04-20,381775.93,359533.53,0.0,0.0,0.0,9.0,147.0
JsonExport/Mannerhaus Ltd Transaction Report.json,ok,896,2024-05-07,2024-08-05,22220.84,42194.1,0.0,0.0,0.0,4.0,199.0
JsonExport/Manzil Property Management - Transaction Report.json,ok,100,2024-02-01,2024-02-24,2375.01,23703.33,0.0,3.0,0.0,3.0,6.0
JsonExport/Manzil Property Management.json,ok,100,2024-02-01,2024-02-24,2375.01,23703.33,0.0,3.0,0.0,3.0,6.0
"JsonExport/Manzil Property Management_0,0.json",ok,100,2024-02-01,2024-02-24,2375.01,23703.33,0.0,3.0,0.0,3.0,6.0
JsonExport/Mar carpio ltd.json,ok,96,2025-02-14,2026-02-09,20652.01,78.0,0.0,0.0,0.0,0.0,0.0
JsonExport/Marvel Heating & REnewable Energy Ltd.json,ok,5393,2023-07-19,2024-07-19,1458986.41,4338827.4,0.0,0.0,60.0,263.0,585.0
"JsonExport/Marvel Heating & REnewable Energy Ltd_0,0.json",ok,5393,2023-07-19,2024-07-19,1458986.41,4338827.4,0.0,0.0,60.0,263.0,585.0
JsonExport/Marvel Heating & REnewable Energy Ltd_categorized.json,ok,5393,2023-07-19,2024-07-19,1459116.61,0.0,0.0,0.0,49.0,274.0,10.0
JsonExport/Marvellous glow Ltd - GetReportByID.json,ok,2210,2023-07-25,2024-07-24,18992.35,143886.96,0.0,0.0,97.0,459.0,240.0
JsonExport/Marvellous glow Ltd - Transaction Report.json,ok,100,2024-02-12,2024-02-23,180.2,2494.87,0.0,0.0,36.0,6.0,31.0
"JsonExport/Marvellous Glow Ltd_0,0.json",ok,100,2024-02-12,2024-02-23,180.2,2494.87,0.0,0.0,36.0,6.0,31.0
JsonExport/Master Brewer Ltd - Transaction Report.json,ok,100,2024-02-21,2024-03-05,0.0,13339.55,0.0,0.0,13.0,1.0,14.0
"JsonExport/Master Brewer Ltd_0,0.json",ok,100,2024-02-21,2024-03-05,0.0,13339.55,0.0,0.0,13.0,1.0,14.0
JsonExport/Matches Talent Ltd.json,ok,846,2023-09-04,2024-09-02,18037.41,133172.77,0.0,0.0,3.0,10.0,18.0
"JsonExport/Matches Talent Ltd_0,0.json",ok,846,2023-09-04,2024-09-02,18037.41,133172.77,0.0,0.0,3.0,10.0,18.0
JsonExport/Matches Talent Ltd_categorized.json,ok,846,2023-09-04,2024-09-02,18036.03,0.0,0.0,0.0,2.0,39.0,0.0
JsonExport/MBRB Limited Transaction Report.json,ok,1006,2023-08-16,2024-08-16,5299.42,360888.16,0.0,75.0,7.0,50.0,150.0
"JsonExport/MBRB Limited Transaction Report_0,0.json",ok,1006,2023-08-16,2024-08-16,5299.42,360888.16,0.0,75.0,7.0,50.0,150.0
JsonExport/Mc building & interiors ltd.json,ok,1302,2024-07-17,2025-07-14,60163.51,73497.47,0.0,0.0,2.0,36.0,28.0
JsonExport/Mckat Magic Masala Pvt Ltd.json,ok,774,2023-10-31,2024-08-31,36457.19,23226.49,0.0,0.0,0.0,2.0,122.0
JsonExport/Mecn Marketing Limited - Transaction Report.json,ok,100,2024-04-02,2024-04-15,1245.81,1594.0,0.0,0.0,0.0,67.0,0.0
"JsonExport/Mecn Marketing Ltd_0,0.json",ok,100,2024-04-02,2024-04-15,1245.81,1594.0,0.0,0.0,0.0,67.0,0.0
JsonExport/Mecn Marketing Ltd_categorized.json,ok,100,2024-04-02,2024-04-15,945.81,0.0,0.0,0.0,0.0,68.0,0.0
JsonExport/Meli's Landscaping Ltd.json,ok,119,2024-04-12,2024-06-24,12.7,1952.38,0.0,4.0,0.0,1.0,0.0
"JsonExport/Meli's Landscaping Ltd_0,0.json",ok,119,2024-04-12,2024-06-24,12.7,1952.38,0.0,4.0,0.0,1.0,0.0
JsonExport/Mens Hair London.json,ok,340,2025-01-02,2025-08-18,0.0,41813.2,0.0,0.0,0.0,65.0,134.0
JsonExport/Mh home renovations ltd - Transaction Report.json,ok,100,2024-03-09,2024-03-20,20.0,8988.73,0.0,0.0,0.0,2.0,3.0
"JsonExport/Mh Home Renovations Ltd_0,0.json",ok,100,2024-03-09,2024-03-20,20.0,8988.73,0.0,0.0,0.0,2.0,3.0
JsonExport/Mh Home Renovations Ltd_categorized.json,ok,100,2024-03-09,2024-03-20,20.0,0.0,0.0,0.0,0.0,5.0,0.0
JsonExport/Michel-Reynolds Agency Ltd.json,ok,904,2023-11-28,2024-11-25,36188.58,43256.42,0.0,0.0,1.0,105.0,20.0
JsonExport/Mikaiel Limited.json,ok,338,2023-09-05,2024-09-03,4594.58,20358.61,0.0,0.0,0.0,45.0,2.0
"JsonExport/Mikaiel Limited_0,0.json",ok,338,2023-09-05,2024-09-03,4594.58,20358.61,0.0,0.0,0.0,45.0,2.0
JsonExport/Mikaiel Limited_categorized.json,ok,338,2023-09-05,2024-09-03,4594.58,20358.61,0.0,0.0,0.0,45.0,2.0
JsonExport/Milton Fire Safety.json,ok,1307,2023-10-11,2024-09-02,29260.77,77202.3,0.0,0.0,0.0,6.0,23.0
"JsonExport/Milton Fire Safety_0,0.json",ok,1307,2023-10-11,2024-09-02,29260.77,77202.3,0.0,0.0,0.0,6.0,23.0
JsonExport/Mitz Traders Ltd Transaction Report.json,ok,61,2023-12-01,2024-06-22,101.0,32802.92,0.0,0.0,0.0,6.0,9.0
"JsonExport/Mitz Traders Ltd Transaction Report_0,0.json",ok,61,2023-12-01,2024-06-22,101.0,32802.92,0.0,0.0,0.0,6.0,9.0
JsonExport/Mj trasnsport ltd - GetReportByID.json,ok,20,2025-04-04,2025-05-09,5800.0,700.0,0.0,0.0,0.0,0.0,0.0
JsonExport/Momokakkoii Ltd.json,ok,3287,2024-01-08,2025-01-08,44842.56,56204.52,0.0,0.0,38.0,65.0,234.0
JsonExport/Moonlight SMC Limited - Transaction Report.json,ok,100,2024-02-23,2024-03-03,0.0,1318.0,0.0,0.0,0.0,18.0,0.0
"JsonExport/Moonlight SMC Ltd_0,0.json",ok,100,2024-02-23,2024-03-03,0.0,1318.0,0.0,0.0,0.0,18.0,0.0
JsonExport/MovieScape Ltd - GetReportByID.json,ok,2028,2023-07-15,2024-07-15,13246.33,248669.41,0.0,5.0,0.0,75.0,729.0
"JsonExport/Moviescape Ltd_0,0.json",ok,2028,2023-07-15,2024-07-15,13246.33,248669.41,0.0,5.0,0.0,75.0,729.0
JsonExport/Moving Ewe LTD - GetReportByID.json,ok,2104,2024-03-13,2025-03-12,6442.5,187610.29,0.0,0.0,1.0,139.0,250.0
JsonExport/Moving Ewe Ltd.json,ok,2201,2024-04-02,2025-04-01,6567.5,194829.51,0.0,0.0,1.0,152.0,255.0
JsonExport/Moving Ewe Ltdv2.json,ok,2184,2024-04-08,2025-04-08,6567.5,194932.65,0.0,0.0,1.0,152.0,253.0
JsonExport/Mr Eats Group Ltd - Transaction Report.json,ok,100,2024-01-12,2024-03-04,646.71,3055.27,0.0,0.0,0.0,7.0,0.0
"JsonExport/Mr Eats Group Ltd_0,0.json",ok,100,2024-01-12,2024-03-04,646.71,3055.27,0.0,0.0,0.0,7.0,0.0
JsonExport/Mr Eats Group Ltd_categorized.json,ok,100,2024-01-12,2024-03-04,227.82,0.0,0.0,0.0,0.0,7.0,0.0
JsonExport/msfmart uk ltd - Transaction Report.json,ok,100,2024-02-09,2024-02-19,92.6,1346.64,0.0,0.0,0.0,0.0,0.0
"JsonExport/MSFMart UK Ltd_0,0.json",ok,100,2024-02-09,2024-02-19,92.6,1346.64,0.0,0.0,0.0,0.0,0.0
JsonExport/MSFMart UK Ltd_categorized.json,ok,100,2024-02-09,2024-02-19,92.6,0.0,0.0,0.0,0.0,2.0,0.0
JsonExport/Mundy Grooming Ltd.json,ok,873,2025-04-17,2026-01-22,23366.07,21430.01,0.0,3.0,1.0,25.0,9.0
JsonExport/Muscle Makers Gym Limited - app1.json,ok,4878,2023-08-19,2024-08-18,45725.48,84872.2,0.0,0.0,6.0,888.0,224.0
JsonExport/Muscle Makers Gym Limited -app2.json,ok,4766,2023-11-05,2024-11-05,47044.8,93344.5,0.0,0.0,9.0,1027.0,210.0
JsonExport/Muscle makers gym limited app 3.json,ok,5533,2024-11-12,2025-07-28,3777.24,180298.64,0.0,0.0,12.0,709.0,321.0
"JsonExport/Muscle Makers Gym Limited_1,0.json",ok,4878,2023-08-19,2024-08-18,45725.48,84872.2,0.0,0.0,6.0,888.0,224.0
JsonExport/Muscle Makers Gym Limited_categorized.json,ok,4878,2023-08-19,2024-08-18,45725.48,84872.2,0.0,0.0,6.0,888.0,224.0
JsonExport/MYM SUPPLIERS LTD.json,ok,157,2024-10-23,2025-06-29,245.59,9651.0,0.0,0.0,0.0,4.0,1.0
JsonExport/Nadia miah hair and skin ltd.json,ok,1012,2025-01-13,2026-01-12,144612.78,70579.94,0.0,2.0,3.0,65.0,6.0
JsonExport/NEU Hair 4 Men - Transaction Report.json,ok,100,2024-01-30,2024-02-22,1442.89,15882.45,0.0,0.0,0.0,2.0,16.0
JsonExport/Neu Hair 4 Men Ltd Transactions.json,ok,1417,2023-07-26,2024-07-26,16663.94,244976.34,0.0,0.0,1.0,61.0,241.0
"JsonExport/Neu Hair_0,0.json",ok,1417,2023-07-26,2024-07-26,16663.94,244976.34,0.0,0.0,1.0,61.0,241.0
JsonExport/Neu Hair_categorized.json,ok,1417,2023-07-26,2024-07-26,16663.94,0.0,0.0,0.0,0.0,62.0,11.0
JsonExport/NEWAY MOTORS LTD - GetReportByID.json,ok,153,2024-11-18,2025-04-28,35643.08,176226.36,0.0,0.0,0.0,5.0,17.0
JsonExport/Nikolov 92 Ltd.json,ok,100,2024-03-19,2024-04-17,310.0,8336.21,0.0,0.0,0.0,3.0,2.0
"JsonExport/Nikolov 92 Ltd_0,0.json",ok,100,2024-03-19,2024-04-17,310.0,8336.21,0.0,0.0,0.0,3.0,2.0
JsonExport/Noble Executive Limited P1.json,ok,154,2024-07-31,2024-08-30,1420.25,16670.35,0.0,0.0,0.0,0.0,10.0
"JsonExport/Noble Executive Limited P1_0,0.json",ok,154,2024-07-31,2024-08-30,1420.25,16670.35,0.0,0.0,0.0,0.0,10.0
JsonExport/Noble Executive Limited.json,ok,228,2023-09-01,2024-08-19,7804.29,130.0,0.0,0.0,0.0,0.0,0.0
"JsonExport/Noble Executive Limited_0,0.json",ok,228,2023-09-01,2024-08-19,7804.29,130.0,0.0,0.0,0.0,0.0,0.0
JsonExport/Noble parking ltd.json,ok,1523,2024-11-21,2025-11-18,22582.39,39926.67,0.0,0.0,0.0,3.0,127.0
JsonExport/Noble_Executive_Limited_Combined.json,ok,382,2023-09-01,2024-08-30,9224.54,16800.35,0.0,0.0,0.0,0.0,10.0
JsonExport/Nordic Yarn Ltd.json,ok,996,2024-07-08,2025-07-07,11538.38,73664.74,0.0,0.0,0.0,18.0,160.0
JsonExport/Northwest cleaning experts.json,ok,97,2025-04-22,2026-04-05,0.0,6799.07,0.0,3.0,0.0,0.0,1.0
JsonExport/Nottingham glass Ltd - GetReportByID.json,ok,3491,2024-07-09,2025-05-22,25293.17,309053.6,0.0,7.0,3.0,150.0,159.0
JsonExport/Nova pubs Ltd.json,ok,267,2025-12-08,2026-03-11,19529.69,55023.01,0.0,0.0,0.0,3.0,21.0
JsonExport/OAC solutions solution - GetReportByID.json,ok,212,2025-04-09,2025-06-16,0.0,12531.12,0.0,1.0,0.0,5.0,38.0
JsonExport/OBdata.json,ok,1600,2024-06-10,2025-06-09,10290.0,439833.33,0.0,4.0,1.0,135.0,101.0
JsonExport/OM Clinic Limited.json,ok,927,2024-03-14,2025-03-06,42422.61,88062.49,0.0,0.0,0.0,18.0,210.0
JsonExport/Optimum Vehicles Limited.json,ok,6114,2024-01-08,2025-01-07,5765793.95,32421384.36,0.0,1.0,24.0,1085.0,1643.0
JsonExport/Oxeema Limited - GetReportByID.json,ok,1841,2024-10-24,2025-06-10,0.0,25147.09,0.0,0.0,0.0,41.0,4.0
JsonExport/Oxford Driveways and Roofing Limited.json,ok,22,2024-08-16,2024-09-03,0.0,1496.0,0.0,0.0,0.0,0.0,1.0
"JsonExport/Oxford Driveways and Roofing Limited_0,0.json",ok,22,2024-08-16,2024-09-03,0.0,1496.0,0.0,0.0,0.0,0.0,1.0
JsonExport/PAK euro cash and carry.json,ok,183,2025-08-07,2025-09-29,21824.67,31181.23,0.0,0.0,0.0,1.0,8.0
JsonExport/Palmcoco Ltd Transaction Report.json,ok,491,2024-03-07,2024-07-29,17429.84,86228.57,0.0,0.0,2.0,15.0,32.0
"JsonExport/Palmcoco Ltd Transaction Report_0,0.json",ok,491,2024-03-07,2024-07-29,17429.84,86228.57,0.0,0.0,2.0,15.0,32.0
JsonExport/Palmcoco Ltd Transaction Report_categorized.json,ok,491,2024-03-07,2024-07-29,17380.26,0.0,0.0,0.0,2.0,15.0,0.0
JsonExport/Pamzo Mart Limited.json,ok,326,2024-10-23,2025-10-07,6152.2,216607.34,0.0,0.0,1.0,36.0,54.0
JsonExport/Party2perfection LTD.json,ok,2987,2024-11-18,2025-11-18,8013.78,301180.21,0.0,4.0,36.0,175.0,355.0
JsonExport/Patina House Limited.json,ok,394,2024-06-13,2025-01-30,100.0,58673.6,0.0,0.0,0.0,5.0,111.0
JsonExport/Peak Platform websites ltd.json,ok,575,2025-01-08,2026-01-06,8599.19,6314.27,0.0,0.0,4.0,5.0,2.0
JsonExport/Peekzoon Ltd.json,ok,174,2024-05-23,2024-09-02,0.0,23709.84,0.0,0.0,0.0,0.0,13.0
"JsonExport/Peekzoon Ltd_0,0.json",ok,174,2024-05-23,2024-09-02,0.0,23709.84,0.0,0.0,0.0,0.0,13.0
JsonExport/Pemienterprize Ltd - Transaction Report.json,ok,100,2024-03-01,2024-03-22,240.0,14082.84,0.0,0.0,0.0,2.0,4.0
"JsonExport/Pemienterprize Ltd_0,0.json",ok,100,2024-03-01,2024-03-22,240.0,14082.84,0.0,0.0,0.0,2.0,4.0
JsonExport/Pemienterprize Ltd_categorized.json,ok,100,2024-03-01,2024-03-22,240.0,0.0,0.0,0.0,0.0,2.0,0.0
JsonExport/Peter G ltd.json,ok,1304,2025-05-12,2025-12-10,123328.97,146665.92,0.0,4.0,1.0,21.0,4.0
JsonExport/Phoenix Group Services Ltd - Transaction Report.json,ok,100,2024-02-19,2024-03-18,1258.0,1448.62,0.0,0.0,1.0,8.0,0.0
"JsonExport/Phoenix Group Services Ltd_0,0.json",ok,100,2024-02-19,2024-03-18,1258.0,1448.62,0.0,0.0,1.0,8.0,0.0
JsonExport/Phone Expert Services Ltd 2.json,ok,1070,2023-09-30,2024-09-30,16810.45,49125.53,0.0,0.0,46.0,65.0,166.0
JsonExport/Phone Expert Services Ltd.json,ok,1079,2023-09-26,2024-09-26,16780.45,49811.25,0.0,0.0,46.0,69.0,165.0
JsonExport/Phone Expert Services.json,ok,1094,2023-09-18,2024-09-17,16805.45,52065.81,0.0,0.0,45.0,78.0,165.0
"JsonExport/Phone Expert Services_0,0.json",ok,1094,2023-09-18,2024-09-17,16805.45,52065.81,0.0,0.0,45.0,78.0,165.0
JsonExport/Phone Expert Services_categorized.json,ok,1094,2023-09-18,2024-09-17,16805.45,52065.81,0.0,0.0,45.0,78.0,165.0
"JsonExport/Phone Expert Services_categorized_0,0.json",ok,1094,2023-09-18,2024-09-17,16805.45,52065.81,0.0,0.0,45.0,78.0,165.0
JsonExport/PJ Photography Liverpool Limited - GetReportByID.json,ok,4144,2023-06-26,2024-06-24,68963.86,83610.55,0.0,13.0,0.0,155.0,18.0
"JsonExport/PJ PHOTOGRAPHY LIVERPOOL LIMITED_0,0.json",ok,4144,2023-06-26,2024-06-24,68963.86,83610.55,0.0,13.0,0.0,155.0,18.0
JsonExport/Platform 10 - Transaction Report.json,ok,100,2024-02-23,2024-03-07,20.0,40.0,0.0,0.0,0.0,5.0,0.0
"JsonExport/Platform 10 Ltd_0,0.json",ok,100,2024-02-23,2024-03-07,20.0,40.0,0.0,0.0,0.0,5.0,0.0
JsonExport/Platform 10 Ltd_categorized.json,ok,100,2024-02-23,2024-03-07,20.0,0.0,0.0,0.0,0.0,5.0,0.0
JsonExport/PLH Services Ltd.json,ok,157,2024-05-17,2024-06-19,10514.6,427.0,0.0,0.0,0.0,0.0,0.0
"JsonExport/PLH Services Ltd_0,0.json",ok,157,2024-05-17,2024-06-19,10514.6,427.0,0.0,0.0,0.0,0.0,0.0
JsonExport/PLH Services Ltd_categorized.json,ok,157,2024-05-17,2024-06-19,10514.6,0.0,0.0,0.0,0.0,0.0,0.0
JsonExport/PlumbSussex Ltd.json,ok,4650,2025-02-19,2026-02-18,26675.86,109370.83,0.0,9.0,4.0,120.0,39.0
JsonExport/Porkies Ltd - Transaction Report.json,ok,37,2023-12-18,2024-01-16,298.0,4608.63,0.0,0.0,0.0,1.0,2.0
JsonExport/Porkies Ltd.json,ok,37,2023-12-18,2024-01-16,298.0,4608.63,0.0,0.0,0.0,1.0,2.0
"JsonExport/Porkies Ltd_0,0.json",ok,37,2023-12-18,2024-01-16,298.0,4608.63,0.0,0.0,0.0,1.0,2.0
JsonExport/Post Production Sorted Ltd - Transaction Report.json,ok,100,2023-07-05,2024-03-28,48743.47,241.0,0.0,0.0,0.0,0.0,0.0
JsonExport/Post Production Sorted Ltd.json,ok,100,2023-07-05,2024-03-28,48743.47,241.0,0.0,0.0,0.0,0.0,0.0
"JsonExport/Post Production Sorted Ltd_0,0.json",ok,100,2023-07-05,2024-03-28,48743.47,241.0,0.0,0.0,0.0,0.0,0.0
JsonExport/Post Production Sorted Ltd_categorized.json,ok,100,2023-07-05,2024-03-28,48419.38,0.0,0.0,0.0,0.0,0.0,0.0
JsonExport/PRECISION DRYLINING LTD - GetReportByID (1)(1).json,ok,888,2024-04-15,2025-04-14,189636.61,56365.33,0.0,0.0,0.0,2.0,7.0
JsonExport/PRECISION DRYLINING LTD - GetReportByID.json,ok,889,2024-04-11,2025-04-11,189636.61,56327.25,0.0,0.0,0.0,2.0,7.0
JsonExport/Premium halal butcher UK ltd.json,ok,900,2024-11-20,2025-08-29,9450.0,485652.9,0.0,11.0,2.0,142.0,186.0
JsonExport/Prudent Healthcare Services Ltd - Transaction Report.json,ok,100,2024-03-03,2024-03-16,2091.0,35131.67,0.0,0.0,0.0,9.0,4.0
JsonExport/Prudent Healthcare Services Ltd.json,ok,100,2024-03-03,2024-03-16,2091.0,35131.67,0.0,0.0,0.0,9.0,4.0
"JsonExport/Prudent Healthcare Services Ltd_0,0.json",ok,100,2024-03-03,2024-03-16,2091.0,35131.67,0.0,0.0,0.0,9.0,4.0
JsonExport/Prudent Healthcare Services Ltd_categorized.json,ok,100,2024-03-03,2024-03-16,2091.0,0.0,0.0,0.0,0.0,9.0,0.0
JsonExport/ps & sons ltd - Transaction Report.json,ok,100,2024-02-19,2024-03-22,4613.06,17494.03,0.0,0.0,0.0,6.0,8.0
"JsonExport/ps & sons ltd_0,0.json",ok,100,2024-02-19,2024-03-22,4613.06,17494.03,0.0,0.0,0.0,6.0,8.0
JsonExport/Punchard Group Ltd - Transaction Report.json,ok,100,2024-03-04,2024-03-14,15929.1,92009.76,0.0,0.0,0.0,17.0,10.0
"JsonExport/Punchard Group Ltd_0,0.json",ok,100,2024-03-04,2024-03-14,15929.1,92009.76,0.0,0.0,0.0,17.0,10.0
JsonExport/Punchard Group Ltd_categorized.json,ok,100,2024-03-04,2024-03-14,15929.1,0.0,0.0,0.0,0.0,17.0,0.0
JsonExport/Quantome Commerce LTd.json,ok,664,2025-02-20,2026-02-19,8154.01,151937.67,0.0,0.0,3.0,92.0,44.0
JsonExport/Quantome Commerce.json,ok,711,2024-12-10,2025-12-08,19904.01,144813.35,0.0,0.0,4.0,85.0,46.0
JsonExport/Quest Makkah Tours Limited.json,ok,1859,2024-06-30,2025-06-26,175453.9,284079.29,0.0,1.0,2.0,141.0,116.0
JsonExport/R A F Chilamena Limited.json,ok,1493,2023-09-20,2024-09-20,142702.16,84934.24,0.0,14.0,1.0,22.0,109.0
"JsonExport/R A F Chilamena Limited_0,0.json",ok,1493,2023-09-20,2024-09-20,142702.16,84934.24,0.0,14.0,1.0,22.0,109.0
JsonExport/R W Waste Ltd.json,ok,100,2024-02-26,2024-03-04,9777.96,29830.8,0.0,0.0,0.0,6.0,2.0
"JsonExport/R W Waste Ltd_0,0.json",ok,100,2024-02-26,2024-03-04,9777.96,29830.8,0.0,0.0,0.0,6.0,2.0
JsonExport/R W Waste Ltd_categorized.json,ok,100,2024-02-26,2024-03-04,3315.96,0.0,0.0,0.0,2.0,6.0,0.0
JsonExport/R&K BRICKWORK LTD 2.json,ok,722,2024-09-22,2025-09-19,267685.72,33911.73,0.0,0.0,0.0,24.0,8.0
JsonExport/R&K BRICKWORK LTD.json,ok,654,2024-07-08,2025-07-05,253113.4,26637.33,0.0,0.0,0.0,20.0,8.0
JsonExport/Rachel Thoburn Aesthetics.json,ok,1139,2023-10-02,2024-09-30,10912.88,40387.51,0.0,14.0,2.0,146.0,99.0
JsonExport/Radcat Limited Transaction Report.json,no_transactions,0,,,,,,,,,
