file,status,transaction_count,date_min,date_max,revenue_total,non_revenue_credit_total,uncategorised_count,failed_payment_count,loan_credit_count,debt_repayment_count,exception_count
JsonExport/Vagemanfish Ltd.json,ok,407,2024-04-16,2024-09-24,23.02,71321.14,0.0,5.0,0.0,17.0,113.0
JsonExport/Vehicles For Hire Ltd - GetReportByID.json,ok,236,2024-06-03,2025-05-15,25994.2,65488.93,0.0,0.0,0.0,13.0,46.0
JsonExport/Verve GB.json,ok,100,2024-02-06,2024-02-22,4.0,622.0,0.0,0.0,0.0,0.0,0.0
"JsonExport/Verve GB_0,0.json",ok,100,2024-02-06,2024-02-22,4.0,622.0,0.0,0.0,0.0,0.0,0.0
JsonExport/Verve GB_categorized.json,ok,100,2024-02-06,2024-02-22,4.0,0.0,0.0,0.0,0.0,12.0,0.0
"JsonExport/Victory and Joel Ltd _0,0.json",ok,100,2024-01-14,2024-03-05,0.0,21798.02,0.0,0.0,0.0,5.0,6.0
JsonExport/Vision ET Consilium Ltd(1).json,ok,1250,2024-01-06,2025-01-06,26628.04,509802.58,0.0,16.0,0.0,43.0,71.0
JsonExport/Vision ET Consilium Ltd.json,ok,1272,2023-09-24,2024-09-24,25019.19,497619.09,0.0,27.0,0.0,43.0,70.0
JsonExport/Vision Science Academy Transaction Report.json,ok,541,2023-08-12,2024-08-12,21945.93,41220.21,0.0,0.0,1.0,15.0,14.0
JsonExport/VLD ORAL CARE LTD - GetReportByID.json,ok,274,2024-05-17,2025-05-15,30823.62,147430.43,0.0,8.0,0.0,9.0,20.0
JsonExport/Voltanic Ltd.json,ok,889,2023-08-29,2024-08-28,35821.65,167392.81,0.0,0.0,0.0,7.0,179.0
"JsonExport/Voltanic Ltd_0,0.json",ok,889,2023-08-29,2024-08-28,35821.65,167392.81,0.0,0.0,0.0,7.0,179.0
JsonExport/Voltanic Ltd_categorized.json,ok,889,2023-08-29,2024-08-28,35821.65,0.0,0.0,0.0,0.0,8.0,1.0
JsonExport/We Design it Ltd.json,ok,1124,2023-09-05,2024-09-05,33717.47,92330.84,0.0,10.0,0.0,49.0,23.0
"JsonExport/We Design it Ltd_0,0.json",ok,1124,2023-09-05,2024-09-05,33717.47,92330.84,0.0,10.0,0.0,49.0,23.0
JsonExport/We Design it Ltd_categorized(1).json,ok,1124,2023-09-05,2024-09-05,33717.47,92330.84,0.0,10.0,0.0,49.0,23.0
JsonExport/We Design it Ltd_categorized.json,ok,1124,2023-09-05,2024-09-05,33717.47,20000.0,0.0,10.0,0.0,49.0,1.0
JsonExport/We Style Any Dog Limited.json,ok,1660,2023-09-25,2024-09-21,3258.33,35497.58,0.0,20.0,0.0,92.0,150.0
JsonExport/Weird Inc Ltd - GetReportByID.json,ok,994,2023-07-12,2024-07-10,12702.46,28800.82,0.0,2.0,3.0,82.0,81.0
"JsonExport/Weird Inc Ltd _0,0.json",ok,994,2023-07-12,2024-07-10,12702.46,28800.82,0.0,2.0,3.0,82.0,81.0
JsonExport/Weird Inc Ltd _categorized.json,ok,994,2023-07-12,2024-07-10,12702.46,0.0,0.0,2.0,0.0,85.0,2.0
JsonExport/White Canvas Bridal Ltd - GetReportByID (1)(1).json,ok,47,2023-11-20,2023-12-18,10090.0,13300.0,0.0,0.0,0.0,2.0,4.0
JsonExport/White Canvas Bridal Ltd - GetReportByID.json,ok,100,2024-03-21,2024-04-21,13672.6,19782.34,0.0,0.0,0.0,13.0,9.0
JsonExport/White Canvas Bridal Ltd Transaction Report.json,ok,701,2023-08-15,2024-07-26,69490.62,91449.45,0.0,0.0,4.0,44.0,43.0
"JsonExport/White Canvas Bridal Ltd Transactions_1,0.json",ok,701,2023-08-15,2024-07-26,69490.62,91449.45,0.0,0.0,4.0,44.0,43.0
JsonExport/White Oak Design Studio LTD.json,ok,1391,2024-08-06,2025-07-29,130190.85,319340.35,0.0,0.0,29.0,32.0,108.0
JsonExport/WHITE ROCK TRADING LIMITED.json,ok,585,2024-11-18,2025-11-05,25691.06,117301.34,0.0,0.0,0.0,17.0,8.0
JsonExport/White Sea Technologies Limited.json,ok,218,2023-09-25,2024-09-11,41167.04,8207.06,0.0,1.0,0.0,13.0,14.0
JsonExport/White_canvas_categorized(1).json,ok,35,2023-11-03,2023-12-01,1235.0,2300.0,0.0,0.0,0.0,0.0,1.0
JsonExport/White_canvas_categorized.json,ok,35,2023-11-03,2023-12-01,1235.0,2300.0,0.0,0.0,0.0,0.0,1.0
JsonExport/Wigporium Ltd.json,ok,531,2023-09-30,2024-09-27,13056.24,7606.56,0.0,0.0,22.0,29.0,21.0
JsonExport/Wild Bru and Lavers Ltd - Transaction Report.json,ok,100,2024-03-07,2024-03-26,37213.89,1969.71,0.0,0.0,4.0,21.0,10.0
"JsonExport/Wild Bru and Lavers Ltd_0,0.json",ok,100,2024-03-07,2024-03-26,37213.89,1969.71,0.0,0.0,4.0,21.0,10.0
JsonExport/WIMB Lifestyle - GetReportByID.json,ok,1574,2024-04-23,2025-04-22,65110.13,85886.78,0.0,9.0,4.0,67.0,65.0
JsonExport/Winfresh Construction Limited.json,ok,217,2025-02-10,2025-07-07,34173.48,3275.36,0.0,0.0,0.0,5.0,1.0
JsonExport/Witches Tea - GetReportByID.json,ok,12238,2024-05-13,2025-05-12,16771.85,187013.43,0.0,0.0,0.0,26.0,994.0
JsonExport/WItham pizza ltd.json,ok,1915,2024-08-06,2025-08-06,283602.54,233696.59,0.0,26.0,0.0,40.0,32.0
JsonExport/WMJ group limited.json,ok,4672,2025-01-13,2026-01-13,162692.68,729553.96,0.0,0.0,1.0,96.0,378.0
JsonExport/Wye Valley Catering.json,ok,3742,2023-09-11,2024-09-10,350672.87,310372.24,0.0,1.0,14.0,128.0,153.0
"JsonExport/Wye Valley Catering_0,0.json",ok,3742,2023-09-11,2024-09-10,350672.87,310372.24,0.0,1.0,14.0,128.0,153.0
JsonExport/Wye Valley Catering_categorized.json,ok,3742,2023-09-11,2024-09-10,19252.65,0.0,0.0,1.0,11.0,345.0,0.0
JsonExport/Wyevalleycatering ltd.json,ok,3865,2024-09-15,2025-09-15,405722.71,251360.64,0.0,0.0,1.0,52.0,64.0
JsonExport/XTC Clothing.json,ok,918,2023-06-26,2024-06-17,11254.99,23036.77,0.0,0.0,1.0,1.0,3.0
"JsonExport/XTC Clothing_0,0.json",ok,918,2023-06-26,2024-06-17,11254.99,23036.77,0.0,0.0,1.0,1.0,3.0
JsonExport/XTC Clothing_categorized.json,ok,918,2023-06-26,2024-06-17,11254.99,0.0,0.0,0.0,0.0,13.0,0.0
JsonExport/Xydrobe Ltd Transaction Report.json,ok,232,2023-08-26,2024-08-18,16051.38,21175.89,0.0,0.0,1.0,4.0,5.0
"JsonExport/Xydrobe Ltd Transaction Report_0,0.json",ok,232,2023-08-26,2024-08-18,16051.38,21175.89,0.0,0.0,1.0,4.0,5.0
JsonExport/YLK GROUP LTD - Transaction Report.json,ok,100,2024-01-15,2024-03-06,638.33,4130.8,0.0,0.0,0.0,0.0,4.0
"JsonExport/YLK GROUP LTD_0,0.json",ok,100,2024-01-15,2024-03-06,638.33,4130.8,0.0,0.0,0.0,0.0,4.0
JsonExport/YLK GROUP LTD_categorized.json,ok,100,2024-01-15,2024-03-06,638.33,0.0,0.0,0.0,0.0,1.0,1.0
JsonExport/Yoga Management Ltd.json,ok,37,2025-01-11,2025-02-18,0.0,30534.75,0.0,0.0,0.0,1.0,10.0
JsonExport/YS Traders Limited.json,ok,243,2024-06-25,2024-12-04,1296.0,8825.88,0.0,0.0,26.0,6.0,22.0
JsonExport/Zainobu Limited Transaction Report.json,ok,156,2024-05-07,2024-08-04,2790.9,1641.21,0.0,0.0,0.0,4.0,0.0
JsonExport/Zainobu Limited.json,ok,321,2024-03-01,2024-09-24,5609.81,10717.35,0.0,0.0,0.0,7.0,3.0
JsonExport/Zainobu Ltd.json,ok,321,2024-03-01,2024-09-24,5609.81,10717.35,0.0,0.0,0.0,7.0,3.0
